,researcher_name,skills
189,"Williams, Christopher","{'catalyst latter', 'derived organic', 'polycrystalline transition', 'including especially', 'catalyst reaction', 'raman spectroscopy', 'alkenoic acid', 'engineering centerroom', 'hydrocarbon fuel', 'electrocatalytic reduction', 'surface vibrational', 'major byproduct', 'current reaction', 'dendrimer metal nano composite', 'spectroscopy sers', 'frequency spectroscopy', 'future current', 'design catalyst', 'mechanism govern', 'biomass derived', 'industrially relevant', 'studying solid', 'liquid catalytic', 'new fuel', 'hydrogenation alpha', 'acid selective', 'major byproduct biodiesel production hydrodeoxygenation biomass derived organic acid acid ester hydrocarbon fuel electrocatalytic reduction carbon dioxide hydrocarbon catalyst investigation involve polycrystalline transition metal oxide supported mono bimetallic nanoparticle catalyst latter material prepared either traditional catalyst synthesis method novel protocol development g', 'nanoscale williams', 'particular focus studying solid liquid catalytic interface catalysis carried liquid phase important application fine chemical pharmaceutical production', 'selective oxidation', 'transition metal', 'currently funded', 'heterogeneous catalysis', 'oxide supported', 'prepared either', 'reaction system', 'catalysis surface', 'application situ', 'oxidation alcohol', 'composition nanoscale', 'production new fuel biorenewable resource primary involves development application situ operando surface vibrational spectroscopic method study adsorption catalysis solid catalyst surface industrially relevant reaction condition e', 'involves development', 'gas pressure', 'centerroom main', 'acid ester', 'technique development', 'catalytic interface', 'williams group', 'material prepared', 'metal nano', 'hydrocarbon catalyst', 'atr ir', 'attenuated total', 'information obtained', 'heterogeneous catalyst', 'synthesis method', 'protocol development', 'obtained approach', 'situ operando', 'group surface', 'rationally design', 'production hydrodeoxygenation', 'nanoparticle catalyst', 'catalyst synthesis', 'approach allows', 'vibrational spectroscopic', 'method study', 'sum frequency spectroscopy sfs information obtained approach allows develop molecular level understanding catalytic mechanism govern function heterogeneous catalyst reaction condition understanding critical wish rationally design catalyst specific application future current reaction system enantioselective hydrogenation alpha ketoesters alkenoic acid selective oxidation alcohol', 'solid catalyst', 'reaction condition', 'pressure temperature', 'metal oxide', 'method novel', 'fuel electrocatalytic', 'area heterogeneous', 'dendrimer metal', 'variety industrial source', 'surface science', 'surface enhanced', 'electroless deposition', 'solid liquid', 'spectroscopic method', 'supported mono', 'interface catalysis', 'condition understanding', 'acid acid', 'catalyst surface', 'application fine', 'function heterogeneous', 'attenuated total reflection infrared atr ir spectroscopy', 'understanding catalytic', 'industrial source', 'alpha ketoesters', 'critical wish', 'important application', 'relevant reaction', 'sc williams group area heterogeneous catalysis surface science', 'temperature specific', 'allow control', 'govern function', 'bimetallic nanoparticle', 'high gas', 'condition e', 'phase high', 'reduction carbon', 'spectroscopy sfs', 'traditional catalyst', 'dioxide hydrocarbon', 'funded national', 'enhanced raman', 'catalysis carried', 'surface industrially', 'liquid phase high gas pressure temperature specific technique development group surface enhanced raman spectroscopy sers', 'molecular level', 'organic acid', 'byproduct biodiesel', 'science foundation', 'allows develop', 'investigation involve', 'study adsorption', 'develop molecular', 'control size', 'infrared atr', 'ester hydrocarbon', 'enantioselective hydrogenation', 'total reflection', 'carried liquid', 'latter material', 'pharmaceutical production', 'novel protocol', 'level understanding', 'mono bimetallic', 'group currently', 'development application', 'resource primary', 'engineering centerroom main streetcolumbia', 'chemical pharmaceutical', 'phase important', 'nano composite', 'electroless deposition allow control size composition nanoscale williams group currently funded national science foundation', 'main streetcolumbia', 'carbon dioxide', 'involve polycrystalline', 'production new', 'catalysis solid', 'application future', 'size composition', 'wish rationally', 'primary involves', 'ir spectroscopy', 'sfs information', 'deposition allow', 'sc williams', 'operando surface', 'adsorption catalysis', 'understanding critical', 'variety industrial', 'biodiesel production', 'reflection infrared', 'development g', 'development group', 'including especially glycerol', 'hydrodeoxygenation biomass', 'catalyst investigation', 'national science', 'focus studying', 'specific application', 'particular focus', 'catalyst specific', 'liquid phase', 'biorenewable resource', 'system enantioselective', 'especially glycerol', 'fuel biorenewable', 'specific technique', 'ketoesters alkenoic', 'sum frequency', 'catalytic mechanism', 'fine chemical', 'either traditional', 'group area'}"
190,"Won, Sang Hee","{'combustion', 'fuel', 'propulsion', 'chemical kinetics', 'flame'}"
191,"Wu, Dezhi","{'big data', 'behavioral information security', 'humancomputer interaction ux design', 'big data analytics', 'humancomputer interaction', 'data analytics', 'information security', 'behavioral information', 'ux design', 'ai', 'interaction ux', 'health'}"
192,"Xu, Songhua","{'informatics artificial', 'analytics intelligent', 'xu area', 'recommender system', 'including medical', 'system text', 'health cancer', 'text image', 'law computer', 'interactive technique', 'intellectual property', 'including personalization', 'songhua xu area health information technology', 'technique multimedia', 'information technology', 'health cancer informatics artificial intelligence', 'cancer informatics', 'patent informatics', 'visual analytics', 'multimedia visualization', 'intelligent software', 'visualization visual', 'informatics intelligent', 'software practitioner', 'image mining', 'mining patent', 'user interface', 'knowledge management', 'artificial intelligence', 'property law', 'area health', 'songhua xu', 'health information', 'practitioner intellectual', 'intelligent user', 'computer graphic', 'graphic interactive', 'recommender system text image mining patent informatics intelligent software practitioner intellectual property law computer graphic interactive technique multimedia visualization visual analytics intelligent user interface', 'information retrieval'}"
193,"Xue, Xingjian (Chris) ","{'dr xue solid oxide fuel cell', 'durability functional', 'solid oxide electrolysis cell', 'electrochemical energy', 'electrochemical kinetics', 'oxide fuel', 'solid oxide', 'energy conversion', 'dr xue', 'functional structural', 'reliability durability functional structural material', 'gas separation membrane', 'material electrochemical', 'oxide electrolysis', 'transport phenomenon', 'gas separation', 'separation membrane', 'material electrochemical energy conversion storage', 'electrolysis cell', 'phenomenon electrochemical', 'structural material', 'transport phenomenon electrochemical kinetics', 'reliability durability', 'conversion storage', 'fuel cell', 'xue solid'}"
194,"Yoon, Yeomin","{'membrane filtration', 'nanotechnology', 'water treatment', 'adsorption', 'sonodegradation'}"
195,"Yu, Lingyu ","{'ultrasonics', 'health monitoring', 'vibration', 'structural health monitoring', 'structural health'}"
196,"Yuan, Lang","{'element modelling', 'discrete element', 'discrete element modelling', 'additive manufacturing', 'solidification', 'microstructure modelling'}"
197,"Zand, Ramtin","{'power reliability', 'neuromorphic computing', 'emerging nanoscale', 'zand involve', 'reconfigurable adaptive computer architecture', 'machine learning', 'low power', 'dr zand', 'design machine', 'computer architecture', 'learning system', 'low power reliability aware vlsi circuit', 'dr zand involve hardware design machine learning system', 'electronics including', 'adaptive computer', 'nanoscale electronics', 'including spintronic', 'reliability aware', 'hardware design', 'vlsi circuit', 'spintronic device', 'reconfigurable adaptive', 'emerging nanoscale electronics including spintronic device', 'aware vlsi', 'involve hardware'}"
198,"Zhang, Bin","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
199,"Zhang, Qi","{'diverse context', 'trustworthy ai', 'dynamic environment', 'ai system', 'making algorithm', 'diverse context end', 'artificial intelligence reinforcement learning long term goal build safe', 'goal build', 'term goal', 'power flexibility', 'decision making', 'handle complex', 'intelligence reinforcement', 'analyze decision', 'learning long', 'reinforcement learning', 'build safe', 'reliable', 'long term', 'system retain', 'develop analyze decision making algorithm uncertain', 'artificial intelligence', 'trustworthy ai system retain power flexibility handle complex', 'context end', 'flexibility handle', 'retain power', 'algorithm uncertain', 'develop analyze'}"
200,"Zhou, Caizhi","{'friction stir welding', 'friction stir', 'mechanical metallurgy', 'crystal plasticity', 'multiscale modeling', 'stir welding', 'dislocation dynamic'}"
201,"Ziehl, Paul","{'joint venture', 'structural prognosis', 'enterprise college', 'structural engineering', 'serf understand', 'engineering dr', 'project involving', 'align capability', 'edge analytics', 'deployed wireless', 'wireless structural', 'multiple industrial', 'four year', 'nist sponsored', 'sc paul', 'college professor', 'mechanical civil', 'ha experience', 'serf understand align capability faculty enterprise college professor structural engineering department mechanical civil environmental engineering dr ziehl ha experience management joint venture project involving multiple industrial collaborator ha served principal investigator four year nist sponsored joint venture project edge analytics development commercially deployed wireless structural prognosis system', 'sponsored joint', 'engineering main street', 'college engineering', 'year nist', 'engineering main', 'principal investigator', 'collaborator ha', 'ziehl associate', 'venture project', 'industrial collaborator', 'ha served', 'suite', 'paul ziehl', 'commercially deployed', 'main street', 'professor structural', 'involving multiple', 'associate dean', 'environmental engineering', 'prognosis system', 'faculty enterprise', 'dean college', 'investigator four', 'management joint', 'served principal', 'capability faculty', 'civil environmental', 'sc paul ziehl associate dean college engineering computing', 'experience management', 'analytics development', 'development commercially', 'department mechanical', 'engineering computing', 'engineering department', 'ziehl ha', 'project edge', 'dr ziehl', 'understand align'}"
