,researcher_name,skills
189,"Williams, Christopher","{'polycrystalline transition', 'biomass derived', 'molecular level', 'enhanced raman', 'electrocatalytic reduction', 'particular focus studying solid liquid catalytic interface catalysis carried liquid phase important application fine chemical pharmaceutical production', 'fine chemical', 'pharmaceutical production', 'particular focus', 'specific application', 'nanoscale williams', 'sfs information', 'allows develop', 'catalyst reaction', 'spectroscopy sers', 'byproduct biodiesel', 'temperature specific', 'new fuel', 'major byproduct biodiesel production hydrodeoxygenation biomass derived organic acid acid ester hydrocarbon fuel electrocatalytic reduction carbon dioxide hydrocarbon catalyst investigation involve polycrystalline transition metal oxide supported mono bimetallic nanoparticle catalyst latter material prepared either traditional catalyst synthesis method novel protocol development g', 'ester hydrocarbon', 'oxide supported', 'biodiesel production', 'especially glycerol', 'metal nano', 'engineering centerroom main streetcolumbia', 'solid catalyst', 'industrially relevant', 'carried liquid', 'supported mono', 'current reaction', 'major byproduct', 'composition nanoscale', 'ketoesters alkenoic', 'variety industrial source', 'sc williams', 'specific technique', 'level understanding', 'critical wish', 'phase important', 'system enantioselective', 'relevant reaction', 'frequency spectroscopy', 'group area', 'catalyst investigation', 'obtained approach', 'catalyst specific', 'national science', 'sc williams group area heterogeneous catalysis surface science', 'condition e', 'acid acid', 'control size', 'information obtained', 'investigation involve', 'enantioselective hydrogenation', 'hydrocarbon catalyst', 'catalytic mechanism', 'electroless deposition allow control size composition nanoscale williams group currently funded national science foundation', 'currently funded', 'total reflection', 'nano composite', 'liquid phase high gas pressure temperature specific technique development group surface enhanced raman spectroscopy sers', 'prepared either', 'develop molecular', 'including especially', 'phase high', 'technique development', 'traditional catalyst', 'liquid catalytic', 'interface catalysis', 'material prepared', 'surface science', 'catalysis surface', 'sum frequency', 'function heterogeneous', 'understanding critical', 'industrial source', 'catalyst surface', 'hydrogenation alpha', 'govern function', 'attenuated total', 'transition metal', 'pressure temperature', 'latter material', 'derived organic', 'fuel electrocatalytic', 'operando surface', 'heterogeneous catalysis', 'development g', 'electroless deposition', 'raman spectroscopy', 'adsorption catalysis', 'studying solid', 'spectroscopic method', 'gas pressure', 'approach allows', 'high gas', 'reduction carbon', 'dendrimer metal', 'method study', 'understanding catalytic', 'acid ester', 'involves development', 'engineering centerroom', 'spectroscopy sfs', 'catalyst latter', 'condition understanding', 'metal oxide', 'production new fuel biorenewable resource primary involves development application situ operando surface vibrational spectroscopic method study adsorption catalysis solid catalyst surface industrially relevant reaction condition e', 'wish rationally', 'attenuated total reflection infrared atr ir spectroscopy', 'dioxide hydrocarbon', 'area heterogeneous', 'dendrimer metal nano composite', 'mechanism govern', 'either traditional', 'involve polycrystalline', 'sum frequency spectroscopy sfs information obtained approach allows develop molecular level understanding catalytic mechanism govern function heterogeneous catalyst reaction condition understanding critical wish rationally design catalyst specific application future current reaction system enantioselective hydrogenation alpha ketoesters alkenoic acid selective oxidation alcohol', 'reaction system', 'allow control', 'design catalyst', 'liquid phase', 'carbon dioxide', 'focus studying', 'resource primary', 'funded national', 'application fine', 'nanoparticle catalyst', 'infrared atr', 'surface enhanced', 'oxidation alcohol', 'selective oxidation', 'important application', 'bimetallic nanoparticle', 'synthesis method', 'vibrational spectroscopic', 'size composition', 'alkenoic acid', 'catalysis solid', 'application future', 'centerroom main', 'hydrodeoxygenation biomass', 'development application', 'fuel biorenewable', 'primary involves', 'reaction condition', 'including especially glycerol', 'group currently', 'protocol development', 'production new', 'variety industrial', 'future current', 'catalysis carried', 'acid selective', 'study adsorption', 'situ operando', 'group surface', 'production hydrodeoxygenation', 'solid liquid', 'mono bimetallic', 'application situ', 'surface vibrational', 'deposition allow', 'reflection infrared', 'novel protocol', 'heterogeneous catalyst', 'williams group', 'catalytic interface', 'ir spectroscopy', 'method novel', 'organic acid', 'atr ir', 'development group', 'biorenewable resource', 'chemical pharmaceutical', 'rationally design', 'science foundation', 'hydrocarbon fuel', 'main streetcolumbia', 'catalyst synthesis', 'surface industrially', 'alpha ketoesters'}"
190,"Won, Sang Hee","{'propulsion', 'fuel', 'flame', 'chemical kinetics', 'combustion'}"
191,"Wu, Dezhi","{'big data', 'humancomputer interaction', 'big data analytics', 'behavioral information security', 'data analytics', 'behavioral information', 'ux design', 'humancomputer interaction ux design', 'information security', 'ai', 'health', 'interaction ux'}"
192,"Xu, Songhua","{'intelligent user', 'information retrieval', 'informatics artificial', 'recommender system', 'text image', 'user interface', 'xu area', 'law computer', 'songhua xu area health information technology', 'graphic interactive', 'property law', 'multimedia visualization', 'health information', 'information technology', 'health cancer', 'technique multimedia', 'area health', 'visualization visual', 'health cancer informatics artificial intelligence', 'recommender system text image mining patent informatics intelligent software practitioner intellectual property law computer graphic interactive technique multimedia visualization visual analytics intelligent user interface', 'cancer informatics', 'knowledge management', 'practitioner intellectual', 'computer graphic', 'informatics intelligent', 'analytics intelligent', 'interactive technique', 'artificial intelligence', 'mining patent', 'system text', 'intellectual property', 'intelligent software', 'songhua xu', 'including personalization', 'including medical', 'visual analytics', 'patent informatics', 'software practitioner', 'image mining'}"
193,"Xue, Xingjian (Chris) ","{'transport phenomenon', 'transport phenomenon electrochemical kinetics', 'solid oxide', 'separation membrane', 'oxide fuel', 'dr xue', 'gas separation membrane', 'phenomenon electrochemical', 'durability functional', 'reliability durability functional structural material', 'electrochemical energy', 'solid oxide electrolysis cell', 'conversion storage', 'oxide electrolysis', 'xue solid', 'dr xue solid oxide fuel cell', 'gas separation', 'electrolysis cell', 'energy conversion', 'functional structural', 'material electrochemical', 'material electrochemical energy conversion storage', 'reliability durability', 'electrochemical kinetics', 'fuel cell', 'structural material'}"
194,"Yoon, Yeomin","{'sonodegradation', 'nanotechnology', 'water treatment', 'adsorption', 'membrane filtration'}"
195,"Yu, Lingyu ","{'ultrasonics', 'structural health monitoring', 'vibration', 'health monitoring', 'structural health'}"
196,"Yuan, Lang","{'solidification', 'discrete element', 'additive manufacturing', 'microstructure modelling', 'element modelling', 'discrete element modelling'}"
197,"Zand, Ramtin","{'design machine', 'aware vlsi', 'nanoscale electronics', 'neuromorphic computing', 'learning system', 'zand involve', 'adaptive computer', 'involve hardware', 'emerging nanoscale electronics including spintronic device', 'dr zand involve hardware design machine learning system', 'low power reliability aware vlsi circuit', 'spintronic device', 'computer architecture', 'low power', 'emerging nanoscale', 'reconfigurable adaptive computer architecture', 'electronics including', 'reconfigurable adaptive', 'vlsi circuit', 'reliability aware', 'power reliability', 'hardware design', 'including spintronic', 'machine learning', 'dr zand'}"
198,"Zhang, Bin","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
199,"Zhang, Qi","{'learning long', 'flexibility handle', 'retain power', 'context end', 'build safe', 'decision making', 'handle complex', 'power flexibility', 'reinforcement learning', 'system retain', 'diverse context', 'dynamic environment', 'goal build', 'develop analyze', 'algorithm uncertain', 'analyze decision', 'making algorithm', 'develop analyze decision making algorithm uncertain', 'long term', 'artificial intelligence', 'ai system', 'trustworthy ai', 'term goal', 'artificial intelligence reinforcement learning long term goal build safe', 'reliable', 'trustworthy ai system retain power flexibility handle complex', 'diverse context end', 'intelligence reinforcement'}"
200,"Zhou, Caizhi","{'dislocation dynamic', 'mechanical metallurgy', 'friction stir', 'crystal plasticity', 'multiscale modeling', 'friction stir welding', 'stir welding'}"
201,"Ziehl, Paul","{'engineering department', 'dr ziehl', 'experience management', 'capability faculty', 'serf understand align capability faculty enterprise college professor structural engineering department mechanical civil environmental engineering dr ziehl ha experience management joint venture project involving multiple industrial collaborator ha served principal investigator four year nist sponsored joint venture project edge analytics development commercially deployed wireless structural prognosis system', 'mechanical civil', 'enterprise college', 'venture project', 'commercially deployed', 'project involving', 'dean college', 'project edge', 'suite', 'align capability', 'sponsored joint', 'edge analytics', 'engineering main street', 'involving multiple', 'ha served', 'environmental engineering', 'college engineering', 'structural prognosis', 'faculty enterprise', 'ziehl associate', 'served principal', 'engineering computing', 'principal investigator', 'paul ziehl', 'ziehl ha', 'analytics development', 'collaborator ha', 'prognosis system', 'management joint', 'year nist', 'main street', 'sc paul ziehl associate dean college engineering computing', 'serf understand', 'associate dean', 'investigator four', 'department mechanical', 'industrial collaborator', 'nist sponsored', 'college professor', 'joint venture', 'civil environmental', 'engineering main', 'structural engineering', 'deployed wireless', 'professor structural', 'wireless structural', 'ha experience', 'development commercially', 'four year', 'understand align', 'sc paul', 'multiple industrial', 'engineering dr'}"
